,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Decision,Score,Total_Duration
2002,361444.0,14.0,14.0,4.0,2.0,1.0,13.0,1.0,10043.0,893291.0,13102.0,2002,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,8,28.0
2003,173051.0,12.0,13.0,4.0,2.0,1.0,13.0,1.0,6696.0,755062.0,18830.0,2003,5,employee,no,normal,2,3,flat,Kuala Lumpur,Accept,8,25.0
2004,584715.0,21.0,8.0,4.0,2.0,1.0,13.0,3.0,5210.0,493203.0,16701.0,2004,5,employee,yes,gold,2,3,flat,Kuala Lumpur,Accept,9,29.0
2005,783076.0,23.0,15.0,4.0,2.0,2.0,13.0,1.0,5406.0,531214.0,7882.0,2005,5,employee,no,gold,2,1,flat,Kuala Lumpur,Accept,6,38.0
2006,754301.0,24.0,13.0,4.0,2.0,2.0,13.0,1.0,9094.0,786873.0,17582.0,2006,5,employee,yes,gold,2,3,flat,Kuala Lumpur,Accept,7,37.0
2007,329905.0,23.0,13.0,4.0,2.0,1.0,13.0,1.0,4609.0,1194434.0,17246.0,2007,5,employee,no,normal,2,1,flat,Kuala Lumpur,Accept,8,36.0
2008,435034.0,10.0,13.0,4.0,2.0,1.0,13.0,1.0,11562.0,1374796.0,19447.0,2008,5,employee,yes,normal,2,3,flat,Kuala Lumpur,Accept,8,23.0
2009,315373.0,24.0,13.0,4.0,2.0,1.0,13.0,2.0,7639.0,883799.0,8064.0,2009,5,employee,no,gold,2,3,flat,Kuala Lumpur,Accept,8,37.0
2010,496354.0,10.0,13.0,3.0,2.0,1.0,13.0,2.0,5704.0,622861.0,12397.0,2010,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,6,23.0
2011,141056.0,10.0,13.0,4.0,2.0,2.0,13.0,1.0,10953.0,876921.0,18059.0,2011,5,employee,no,normal,2,3,flat,Kuala Lumpur,Reject,6,23.0
2012,783386.0,20.0,13.0,4.0,2.0,1.0,13.0,3.0,7088.0,1230774.0,8927.0,2012,5,employee,yes,normal,2,3,flat,Kuala Lumpur,Accept,6,33.0
2013,460100.0,12.0,13.0,4.0,2.0,1.0,13.0,2.0,6017.0,1330422.0,8592.0,2013,5,employee,no,normal,2,3,flat,Kuala Lumpur,Accept,8,25.0
2014,326642.0,19.0,13.0,4.0,2.0,1.0,13.0,2.0,11770.0,684627.0,12287.0,2014,5,employee,yes,normal,2,1,flat,Kuala Lumpur,Accept,8,32.0
2015,374968.0,18.0,15.0,3.0,2.0,1.0,13.0,3.0,5889.0,1354863.0,13003.0,2015,5,employee,no,gold,2,1,flat,Kuala Lumpur,Accept,7,33.0
2016,386815.0,17.0,15.0,4.0,2.0,1.0,13.0,2.0,7830.0,1332222.0,17247.0,2016,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,9,32.0
2017,581010.0,19.0,13.0,3.0,2.0,1.0,13.0,2.0,8373.0,742281.0,18034.0,2017,5,employee,no,normal,2,2,flat,Kuala Lumpur,Accept,7,32.0
2018,154470.0,20.0,15.0,4.0,2.0,1.0,13.0,1.0,5329.0,454882.0,10847.0,2018,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,8,35.0
2019,495201.0,15.0,13.0,4.0,2.0,1.0,13.0,2.0,12504.0,808370.0,10790.0,2019,5,employee,no,platinum,2,2,flat,Kuala Lumpur,Reject,9,28.0
2020,661233.0,18.0,13.0,4.0,2.0,1.0,11.0,2.0,5412.0,813833.0,14621.0,2020,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Reject,7,31.0
2021,255679.0,21.0,13.0,4.0,2.0,1.0,13.0,3.0,10337.0,825445.0,14678.0,2021,5,employee,no,gold,2,1,flat,Kuala Lumpur,Reject,8,34.0
2022,570622.0,14.0,13.0,4.0,2.0,1.0,13.0,1.0,9034.0,423946.0,16960.0,2022,5,employee,yes,normal,2,1,flat,Kuala Lumpur,Accept,9,27.0
2023,354468.0,10.0,13.0,3.0,2.0,1.0,11.0,2.0,7501.0,597089.0,10859.0,2023,5,employee,no,gold,2,2,flat,Kuala Lumpur,Accept,9,23.0
2024,264198.0,19.0,13.0,4.0,2.0,1.0,13.0,2.0,3982.0,745353.0,13198.0,2024,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Accept,6,32.0
2025,532388.0,20.0,13.0,4.0,2.0,1.0,13.0,1.0,4607.0,854792.0,19506.0,2025,5,employee,no,normal,2,1,flat,Kuala Lumpur,Reject,9,33.0
2026,418285.0,20.0,13.0,4.0,2.0,1.0,12.0,3.0,6786.0,1132938.0,9232.0,2026,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Reject,9,33.0
2027,622679.0,20.0,15.0,4.0,2.0,1.0,13.0,1.0,4902.0,693791.0,8402.0,2027,5,employee,no,gold,2,2,flat,Kuala Lumpur,Accept,7,35.0
2028,407596.0,18.0,13.0,4.0,2.0,1.0,13.0,3.0,6450.0,1047739.0,8391.0,2028,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Reject,7,31.0
2029,383883.0,15.0,13.0,4.0,2.0,1.0,10.0,1.0,4104.0,481441.0,10933.0,2029,5,employee,no,normal,2,1,flat,Kuala Lumpur,Accept,9,28.0
2030,233882.0,18.0,15.0,3.0,2.0,1.0,13.0,2.0,11619.0,1377443.0,16303.0,2030,5,employee,yes,platinum,2,3,flat,Kuala Lumpur,Accept,8,33.0
2031,442074.0,23.0,11.0,3.0,2.0,1.0,11.0,2.0,7349.0,1379160.0,18445.0,2031,5,employee,no,normal,2,1,flat,Kuala Lumpur,Accept,8,34.0
2032,558231.0,14.0,13.0,3.0,2.0,1.0,13.0,1.0,6599.0,1068411.0,12712.0,2032,5,employee,yes,normal,2,3,flat,Kuala Lumpur,Accept,8,27.0
2033,163525.0,20.0,15.0,4.0,2.0,2.0,12.0,1.0,5209.0,544335.0,16557.0,2033,5,employee,no,gold,2,3,flat,Kuala Lumpur,Accept,6,35.0
2034,512435.0,13.0,15.0,3.0,2.0,2.0,13.0,2.0,8194.0,1303397.0,19887.0,2034,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Reject,6,28.0
2035,612057.0,19.0,13.0,4.0,2.0,1.0,13.0,1.0,5591.0,893291.0,11814.0,2035,5,employee,no,normal,2,2,flat,Kuala Lumpur,Accept,8,32.0
2036,449699.0,23.0,15.0,4.0,2.0,2.0,11.0,1.0,6068.0,1282161.0,14939.0,2036,5,employee,yes,platinum,2,2,flat,Kuala Lumpur,Accept,7,38.0
2037,460241.0,19.0,13.0,4.0,2.0,1.0,13.0,2.0,7009.0,1132897.0,9915.0,2037,5,employee,no,normal,2,1,flat,Kuala Lumpur,Accept,8,32.0
2038,304798.0,14.0,13.0,4.0,2.0,1.0,13.0,3.0,10998.0,886710.0,14620.0,2038,5,employee,yes,normal,2,1,flat,Kuala Lumpur,Accept,9,27.0
2039,579096.0,20.0,13.0,4.0,2.0,1.0,13.0,2.0,9983.0,1128316.0,11291.0,2039,5,employee,no,platinum,2,3,flat,Kuala Lumpur,Reject,7,33.0
2040,565131.0,20.0,13.0,4.0,2.0,1.0,12.0,2.0,8824.0,940986.0,19693.0,2040,5,employee,yes,normal,2,1,flat,Kuala Lumpur,Reject,8,33.0
2041,551139.0,13.0,13.0,4.0,2.0,1.0,13.0,3.0,10479.0,1330073.0,17821.0,2041,5,employee,no,gold,2,2,flat,Kuala Lumpur,Reject,9,26.0
2042,539754.0,20.0,13.0,4.0,2.0,1.0,13.0,2.0,9204.0,959267.0,14295.0,2042,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,6,33.0
2043,677371.0,18.0,13.0,5.0,2.0,1.0,10.0,1.0,8339.0,628561.0,13254.0,2043,5,employee,no,normal,2,3,flat,Kuala Lumpur,Accept,6,31.0
2044,310129.0,12.0,13.0,4.0,2.0,1.0,13.0,2.0,4880.0,545296.0,14341.0,2044,5,employee,yes,normal,2,3,flat,Kuala Lumpur,Accept,9,25.0
2045,477197.0,16.0,13.0,4.0,2.0,1.0,13.0,1.0,5522.0,1193268.0,10918.0,2045,5,employee,no,gold,2,2,flat,Kuala Lumpur,Accept,9,29.0
2046,528893.0,15.0,13.0,4.0,2.0,1.0,13.0,1.0,12165.0,651014.0,13191.0,2046,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,7,28.0
2047,554620.0,14.0,15.0,3.0,2.0,2.0,13.0,2.0,12326.0,904270.0,19063.0,2047,5,employee,no,normal,2,3,flat,Kuala Lumpur,Accept,6,29.0
2048,319651.0,24.0,13.0,4.0,2.0,1.0,13.0,1.0,7639.0,853161.0,16750.0,2048,5,employee,yes,gold,2,3,flat,Kuala Lumpur,Accept,7,37.0
2049,347936.0,19.0,13.0,4.0,2.0,2.0,13.0,2.0,4687.0,1325920.0,14620.0,2049,5,employee,no,platinum,2,3,flat,Kuala Lumpur,Accept,9,32.0
2050,482185.0,21.0,13.0,3.0,2.0,1.0,13.0,2.0,12530.0,1290850.0,15521.0,2050,5,employee,yes,normal,2,1,flat,Kuala Lumpur,Accept,6,34.0
2051,796559.0,19.0,13.0,4.0,2.0,1.0,13.0,2.0,5409.0,789716.0,11400.0,2051,5,employee,no,gold,2,3,flat,Kuala Lumpur,Accept,9,32.0
2052,577187.0,10.0,14.0,4.0,2.0,1.0,13.0,3.0,9545.0,1004364.0,13024.0,2052,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Accept,8,24.0
2053,439329.0,23.0,13.0,4.0,2.0,1.0,11.0,3.0,3655.0,456091.0,14024.0,2053,5,employee,no,normal,2,2,flat,Kuala Lumpur,Accept,8,36.0
2054,579096.0,20.0,13.0,4.0,2.0,1.0,13.0,2.0,5916.0,459641.0,12033.0,2054,5,employee,yes,gold,2,3,flat,Kuala Lumpur,Accept,9,33.0
2055,516692.0,15.0,13.0,4.0,2.0,1.0,13.0,1.0,4346.0,1096771.0,14324.0,2055,5,employee,no,gold,2,3,flat,Kuala Lumpur,Accept,9,28.0
2056,125582.0,20.0,13.0,4.0,2.0,1.0,13.0,2.0,4324.0,1362446.0,11752.0,2056,5,employee,yes,gold,2,2,flat,Kuala Lumpur,Accept,6,33.0
2057,609663.0,19.0,14.0,4.0,2.0,1.0,13.0,2.0,7280.0,1056389.0,13198.0,2057,5,employee,no,normal,2,2,flat,Kuala Lumpur,Reject,9,33.0
2058,512625.0,19.0,13.0,3.0,2.0,1.0,13.0,2.0,8499.0,1131459.0,9752.0,2058,5,employee,yes,gold,2,2,flat,Kuala Lumpur,Accept,8,32.0
2059,572706.0,11.0,13.0,4.0,2.0,1.0,13.0,1.0,3754.0,833653.0,13602.0,2059,5,employee,no,gold,2,3,flat,Kuala Lumpur,Reject,9,24.0
2060,433474.0,10.0,14.0,4.0,2.0,1.0,13.0,1.0,10880.0,1013527.0,11499.0,2060,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,6,24.0
2061,764285.0,22.0,15.0,4.0,2.0,2.0,13.0,1.0,6011.0,1307495.0,18958.0,2061,5,employee,no,gold,2,3,flat,Kuala Lumpur,Accept,9,37.0
2062,578796.0,20.0,13.0,4.0,2.0,1.0,13.0,1.0,11907.0,1028244.0,13158.0,2062,5,employee,yes,normal,2,3,flat,Kuala Lumpur,Accept,7,33.0
2063,301882.0,13.0,13.0,4.0,2.0,1.0,13.0,3.0,7686.0,1315986.0,13185.0,2063,5,employee,no,platinum,2,3,flat,Kuala Lumpur,Accept,9,26.0
2064,157764.0,11.0,13.0,4.0,2.0,1.0,13.0,3.0,11794.0,577102.0,13042.0,2064,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Reject,8,24.0
2065,600032.0,21.0,13.0,4.0,2.0,1.0,11.0,3.0,8550.0,1129991.0,14781.0,2065,5,employee,no,normal,2,1,flat,Kuala Lumpur,Reject,9,34.0
2066,674507.0,24.0,13.0,4.0,2.0,3.0,10.0,1.0,4318.0,1207971.0,13611.0,2066,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Accept,9,37.0
2067,721029.0,16.0,13.0,3.0,2.0,1.0,13.0,1.0,8318.0,1302170.0,13300.0,2067,5,employee,no,normal,2,3,flat,Kuala Lumpur,Accept,6,29.0
2068,629914.0,14.0,13.0,4.0,2.0,1.0,13.0,2.0,6443.0,771025.0,16517.0,2068,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,7,27.0
2069,120186.0,19.0,14.0,4.0,2.0,1.0,13.0,3.0,9909.0,713735.0,13198.0,2069,5,employee,no,normal,2,2,flat,Kuala Lumpur,Accept,8,33.0
2070,110979.0,15.0,13.0,4.0,2.0,1.0,13.0,2.0,10422.0,1262544.0,12227.0,2070,5,employee,yes,normal,2,3,flat,Kuala Lumpur,Accept,6,28.0
2071,251819.0,18.0,13.0,4.0,2.0,1.0,13.0,2.0,7009.0,1100867.0,12277.0,2071,5,employee,no,platinum,2,2,flat,Kuala Lumpur,Accept,9,31.0
2072,241670.0,13.0,7.0,4.0,2.0,1.0,10.0,2.0,9817.0,521399.0,12909.0,2072,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Reject,9,20.0
2073,757902.0,19.0,13.0,4.0,2.0,1.0,13.0,2.0,6254.0,792406.0,12722.0,2073,5,employee,no,gold,2,1,flat,Kuala Lumpur,Accept,9,32.0
2074,101165.0,14.0,13.0,4.0,2.0,2.0,13.0,1.0,9477.0,1202085.0,16268.0,2074,5,employee,yes,normal,2,1,flat,Kuala Lumpur,Accept,7,27.0
2075,619567.0,16.0,13.0,4.0,2.0,1.0,13.0,1.0,10377.0,1154415.0,12902.0,2075,5,employee,no,gold,2,1,flat,Kuala Lumpur,Reject,9,29.0
2076,764662.0,19.0,13.0,4.0,2.0,1.0,12.0,1.0,8152.0,1313969.0,12287.0,2076,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Reject,6,32.0
2077,547585.0,20.0,13.0,4.0,2.0,1.0,13.0,2.0,11266.0,1329216.0,14799.0,2077,5,employee,no,normal,2,1,flat,Kuala Lumpur,Reject,6,33.0
2078,528268.0,20.0,13.0,4.0,2.0,1.0,13.0,1.0,5665.0,1249273.0,15132.0,2078,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Accept,8,33.0
2079,263226.0,15.0,13.0,4.0,2.0,1.0,11.0,1.0,9989.0,761553.0,12227.0,2079,5,employee,no,normal,2,2,flat,Kuala Lumpur,Reject,6,28.0
2080,253886.0,15.0,13.0,4.0,2.0,1.0,13.0,3.0,7955.0,996793.0,13777.0,2080,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Reject,6,28.0
2081,751020.0,20.0,13.0,4.0,2.0,2.0,13.0,3.0,12433.0,1209626.0,14101.0,2081,5,employee,no,platinum,2,3,flat,Kuala Lumpur,Accept,6,33.0
2082,174386.0,20.0,13.0,4.0,2.0,1.0,13.0,1.0,11394.0,882547.0,12287.0,2082,5,employee,yes,gold,2,2,flat,Kuala Lumpur,Reject,8,33.0
2083,717374.0,19.0,13.0,4.0,2.0,2.0,13.0,1.0,11187.0,1384624.0,14620.0,2083,5,employee,no,normal,2,3,flat,Kuala Lumpur,Reject,6,32.0
2084,206307.0,17.0,13.0,4.0,2.0,1.0,13.0,2.0,4946.0,1188463.0,13198.0,2084,5,employee,yes,gold,2,3,flat,Kuala Lumpur,Accept,7,30.0
2085,510116.0,18.0,13.0,4.0,2.0,1.0,12.0,1.0,8429.0,772529.0,13198.0,2085,5,employee,no,platinum,2,1,flat,Kuala Lumpur,Reject,6,31.0
2086,757310.0,19.0,13.0,4.0,2.0,2.0,12.0,1.0,4535.0,1376337.0,13689.0,2086,5,employee,yes,gold,2,2,flat,Kuala Lumpur,Accept,7,32.0
2087,286353.0,11.0,13.0,4.0,2.0,2.0,11.0,3.0,7165.0,594468.0,10373.0,2087,5,employee,no,normal,2,1,flat,Kuala Lumpur,Accept,7,24.0
2088,697642.0,20.0,13.0,4.0,2.0,1.0,13.0,1.0,8453.0,1173758.0,17004.0,2088,5,employee,yes,normal,2,1,flat,Kuala Lumpur,Reject,7,33.0
2089,275658.0,18.0,13.0,4.0,2.0,1.0,13.0,2.0,10303.0,1419996.0,13198.0,2089,5,employee,no,gold,2,3,flat,Kuala Lumpur,Accept,6,31.0
2090,250046.0,23.0,15.0,4.0,2.0,2.0,13.0,1.0,5635.0,893703.0,8441.0,2090,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,8,38.0
2091,597650.0,22.0,13.0,4.0,2.0,1.0,10.0,1.0,7553.0,652491.0,12760.0,2091,5,employee,no,gold,2,2,flat,Kuala Lumpur,Accept,6,35.0
2092,353641.0,21.0,13.0,4.0,2.0,1.0,11.0,1.0,5456.0,462134.0,13644.0,2092,5,employee,yes,normal,2,3,flat,Kuala Lumpur,Accept,8,34.0
2093,505888.0,18.0,13.0,4.0,2.0,1.0,13.0,1.0,12181.0,445315.0,12874.0,2093,5,employee,no,gold,2,3,flat,Kuala Lumpur,Accept,7,31.0
2094,476071.0,11.0,13.0,4.0,2.0,1.0,13.0,3.0,7667.0,714497.0,16588.0,2094,5,employee,yes,gold,2,1,flat,Kuala Lumpur,Accept,8,24.0
2095,610348.0,18.0,13.0,4.0,2.0,1.0,13.0,2.0,8018.0,574424.0,11052.0,2095,5,employee,no,normal,2,3,flat,Kuala Lumpur,Accept,9,31.0
2096,383883.0,13.0,10.0,4.0,2.0,1.0,10.0,2.0,9392.0,1171232.0,15474.0,2096,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Reject,8,23.0
2097,605933.0,20.0,13.0,4.0,2.0,1.0,13.0,3.0,7088.0,1002607.0,18272.0,2097,5,employee,no,normal,2,2,flat,Kuala Lumpur,Accept,7,33.0
2098,644878.0,14.0,14.0,4.0,2.0,1.0,13.0,2.0,8731.0,1131642.0,15808.0,2098,5,employee,yes,normal,2,2,flat,Kuala Lumpur,Accept,8,28.0
2099,105265.0,18.0,13.0,3.0,2.0,1.0,13.0,3.0,6715.0,1077170.0,14878.0,2099,5,employee,no,normal,2,1,flat,Kuala Lumpur,Accept,6,31.0
2100,702291.0,19.0,14.0,4.0,2.0,2.0,10.0,1.0,4281.0,432067.0,11488.0,2100,7,Self_Employed,yes,normal,2,1,flat,Kuala Lumpur,Accept,8,33.0
2101,462020.0,11.0,14.0,3.0,2.0,1.0,11.0,3.0,12052.0,858408.0,8656.0,2101,7,Self_Employed,no,gold,2,2,flat,Kuala Lumpur,Reject,6,25.0
2102,437798.0,23.0,15.0,3.0,2.0,1.0,10.0,2.0,3920.0,768978.0,12142.0,2102,7,Self_Employed,yes,platinum,2,3,flat,Kuala Lumpur,Accept,6,38.0
2103,769518.0,24.0,15.0,4.0,2.0,1.0,10.0,3.0,8478.0,1335923.0,12337.0,2103,7,Self_Employed,no,gold,2,3,flat,Kuala Lumpur,Accept,8,39.0
2104,268962.0,12.0,8.0,3.0,2.0,1.0,10.0,3.0,6603.0,828986.0,14846.0,2104,7,Self_Employed,yes,platinum,2,2,flat,Kuala Lumpur,Accept,6,20.0
2105,311345.0,19.0,14.0,4.0,2.0,1.0,12.0,2.0,7966.0,797032.0,13198.0,2105,7,Self_Employed,no,normal,2,1,flat,Kuala Lumpur,Reject,8,33.0
2106,716179.0,20.0,15.0,4.0,2.0,1.0,10.0,1.0,5290.0,646239.0,15552.0,2106,7,Self_Employed,yes,gold,2,3,flat,Kuala Lumpur,Reject,9,35.0
2107,106423.0,19.0,14.0,4.0,2.0,1.0,10.0,2.0,6959.0,881712.0,15312.0,2107,7,Self_Employed,no,gold,2,1,flat,Kuala Lumpur,Accept,7,33.0
2108,482393.0,13.0,14.0,4.0,2.0,1.0,10.0,3.0,9123.0,1036062.0,14919.0,2108,7,Self_Employed,yes,normal,2,3,flat,Kuala Lumpur,Accept,7,27.0
2109,237027.0,10.0,15.0,3.0,2.0,1.0,10.0,3.0,10677.0,1017626.0,7698.0,2109,7,Self_Employed,no,normal,2,3,flat,Kuala Lumpur,Accept,7,25.0
2110,383883.0,10.0,14.0,4.0,2.0,1.0,10.0,2.0,4539.0,939452.0,17424.0,2110,7,Self_Employed,yes,normal,2,2,flat,Kuala Lumpur,Reject,8,24.0
2111,679989.0,16.0,14.0,4.0,2.0,1.0,10.0,2.0,10566.0,1237488.0,12227.0,2111,7,Self_Employed,no,normal,2,3,flat,Kuala Lumpur,Accept,8,30.0
2112,537295.0,24.0,14.0,3.0,2.0,1.0,10.0,1.0,12045.0,589175.0,13611.0,2112,7,Self_Employed,yes,gold,2,2,flat,Kuala Lumpur,Reject,8,38.0
2113,283714.0,18.0,5.0,4.0,2.0,1.0,10.0,2.0,9539.0,1093504.0,13091.0,2113,7,Self_Employed,no,gold,2,3,flat,Kuala Lumpur,Accept,7,23.0
2114,546305.0,15.0,14.0,3.0,2.0,3.0,10.0,1.0,4203.0,1053023.0,12772.0,2114,7,Self_Employed,yes,normal,2,2,flat,Kuala Lumpur,Reject,8,29.0
2115,728851.0,18.0,14.0,4.0,2.0,1.0,10.0,2.0,9425.0,1259553.0,13141.0,2115,7,Self_Employed,no,gold,2,3,flat,Kuala Lumpur,Accept,7,32.0
2116,609443.0,10.0,15.0,4.0,2.0,1.0,10.0,1.0,10674.0,1406152.0,13459.0,2116,7,Self_Employed,yes,normal,2,2,flat,Kuala Lumpur,Accept,6,25.0
2117,179576.0,20.0,14.0,4.0,2.0,1.0,10.0,1.0,11056.0,1449960.0,14634.0,2117,7,Self_Employed,no,normal,2,2,flat,Kuala Lumpur,Accept,9,34.0
2118,237058.0,17.0,15.0,4.0,2.0,1.0,10.0,3.0,12088.0,1183165.0,19493.0,2118,7,Self_Employed,yes,normal,2,3,flat,Kuala Lumpur,Reject,8,32.0
2119,268962.0,12.0,8.0,4.0,2.0,1.0,10.0,3.0,4326.0,957105.0,11529.0,2119,7,Self_Employed,no,normal,2,1,flat,Kuala Lumpur,Accept,8,20.0
2120,711774.0,22.0,14.0,4.0,2.0,1.0,10.0,1.0,7639.0,1167123.0,17741.0,2120,7,Self_Employed,yes,normal,2,3,flat,Kuala Lumpur,Reject,8,36.0
2121,535414.0,18.0,14.0,4.0,2.0,1.0,10.0,2.0,9447.0,1144193.0,15118.0,2121,7,Self_Employed,no,gold,2,1,flat,Kuala Lumpur,Accept,7,32.0
2122,283083.0,18.0,16.0,4.0,2.0,2.0,10.0,1.0,9458.0,1399308.0,15007.0,2122,7,Self_Employed,yes,gold,2,2,flat,Kuala Lumpur,Accept,7,34.0
2123,796651.0,12.0,14.0,3.0,2.0,1.0,11.0,2.0,10320.0,863670.0,13943.0,2123,7,Self_Employed,no,normal,2,3,flat,Kuala Lumpur,Accept,6,26.0
2124,212036.0,20.0,14.0,4.0,2.0,1.0,10.0,2.0,6683.0,927566.0,12835.0,2124,7,Self_Employed,yes,normal,2,1,flat,Kuala Lumpur,Accept,6,34.0
2125,645234.0,20.0,14.0,4.0,2.0,1.0,10.0,1.0,5855.0,1121745.0,8771.0,2125,7,Self_Employed,no,normal,2,3,flat,Kuala Lumpur,Accept,9,34.0
2126,303118.0,11.0,14.0,3.0,2.0,1.0,10.0,3.0,10024.0,680262.0,17715.0,2126,7,Self_Employed,yes,normal,2,1,flat,Kuala Lumpur,Accept,6,25.0
2127,401470.0,24.0,14.0,4.0,2.0,2.0,10.0,1.0,5759.0,901538.0,18886.0,2127,7,Self_Employed,no,normal,2,3,flat,Kuala Lumpur,Accept,9,38.0
2128,189584.0,20.0,14.0,4.0,2.0,1.0,10.0,2.0,8987.0,868190.0,13312.0,2128,7,Self_Employed,yes,platinum,2,3,flat,Kuala Lumpur,Accept,7,34.0
2129,245006.0,23.0,14.0,4.0,2.0,1.0,10.0,1.0,7178.0,1288094.0,13597.0,2129,7,Self_Employed,no,normal,2,3,flat,Kuala Lumpur,Reject,7,37.0
2130,705500.0,11.0,14.0,4.0,2.0,2.0,10.0,2.0,10379.0,947856.0,11160.0,2130,7,Self_Employed,yes,normal,2,1,flat,Kuala Lumpur,Reject,6,25.0
2131,139423.0,10.0,14.0,4.0,2.0,1.0,10.0,1.0,10870.0,537922.0,12213.0,2131,7,Self_Employed,no,gold,2,3,flat,Kuala Lumpur,Accept,7,24.0
2132,156108.0,24.0,14.0,4.0,2.0,1.0,10.0,1.0,10540.0,660956.0,13611.0,2132,7,Self_Employed,yes,platinum,2,2,flat,Kuala Lumpur,Accept,6,38.0
2133,174280.0,13.0,15.0,3.0,2.0,1.0,10.0,1.0,5998.0,1222009.0,7875.0,2133,7,Self_Employed,no,normal,2,2,flat,Kuala Lumpur,Accept,6,28.0
2134,729108.0,19.0,14.0,4.0,2.0,1.0,10.0,2.0,4216.0,952291.0,8595.0,2134,7,Self_Employed,yes,gold,2,2,flat,Kuala Lumpur,Accept,7,33.0
2135,705576.0,11.0,14.0,4.0,2.0,1.0,10.0,1.0,10060.0,1350662.0,11499.0,2135,7,Self_Employed,no,normal,2,2,flat,Kuala Lumpur,Accept,6,25.0
2136,268446.0,22.0,14.0,4.0,2.0,1.0,10.0,3.0,10115.0,743162.0,13331.0,2136,7,Self_Employed,yes,normal,2,1,flat,Kuala Lumpur,Accept,7,36.0
2137,712495.0,10.0,14.0,4.0,2.0,1.0,10.0,1.0,7757.0,688587.0,16294.0,2137,7,Self_Employed,no,normal,2,1,flat,Kuala Lumpur,Accept,7,24.0
2138,157857.0,21.0,14.0,4.0,2.0,1.0,10.0,3.0,11561.0,439778.0,15451.0,2138,7,Self_Employed,yes,normal,2,3,flat,Kuala Lumpur,Reject,9,35.0
2139,274467.0,20.0,14.0,4.0,2.0,1.0,10.0,1.0,9595.0,767859.0,14708.0,2139,7,Self_Employed,no,gold,2,3,flat,Kuala Lumpur,Accept,9,34.0
2140,178675.0,24.0,15.0,4.0,2.0,1.0,10.0,2.0,12005.0,812378.0,12942.0,2140,7,Self_Employed,yes,gold,2,3,flat,Kuala Lumpur,Accept,8,39.0
2141,269963.0,17.0,11.0,4.0,2.0,1.0,10.0,1.0,11350.0,944884.0,13288.0,2141,7,Self_Employed,no,platinum,2,3,flat,Kuala Lumpur,Accept,6,28.0
2142,476200.0,14.0,14.0,4.0,2.0,1.0,10.0,3.0,10261.0,929635.0,19244.0,2142,7,Self_Employed,yes,gold,2,2,flat,Kuala Lumpur,Reject,9,28.0
2143,147540.0,14.0,14.0,3.0,2.0,1.0,10.0,3.0,7375.0,901540.0,18937.0,2143,7,Self_Employed,no,gold,2,2,flat,Kuala Lumpur,Reject,8,28.0
2144,555224.0,16.0,14.0,4.0,3.0,1.0,10.0,1.0,7490.0,1257158.0,13840.0,2144,7,Self_Employed,yes,gold,2,3,flat,Kuala Lumpur,Accept,8,30.0
2145,408529.0,11.0,14.0,2.0,2.0,1.0,10.0,3.0,8141.0,751764.0,14793.0,2145,7,Self_Employed,no,normal,2,2,flat,Kuala Lumpur,Reject,6,25.0
2146,692995.0,17.0,14.0,4.0,2.0,1.0,10.0,3.0,6684.0,582275.0,12353.0,2146,7,Self_Employed,yes,gold,2,3,flat,Kuala Lumpur,Accept,7,31.0
2147,796644.0,19.0,13.0,4.0,2.0,1.0,10.0,1.0,8291.0,769385.0,12961.0,2147,7,Self_Employed,no,normal,2,1,flat,Kuala Lumpur,Accept,7,32.0
2148,594229.0,19.0,13.0,4.0,2.0,1.0,11.0,1.0,8716.0,1087403.0,19799.0,2148,7,Self_Employed,yes,normal,2,2,flat,Kuala Lumpur,Accept,8,32.0
