,Unnamed: 0,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0.1,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Score,Total_Duration,Decision
2690,2690,0,10,8,2,0,0,3,0,1,0,0,2086,4,2,0,0,0,0,2,2,0,766,1
2691,2691,0,12,2,4,0,1,1,1,0,2,1,237,1,1,0,1,0,1,1,0,2,465,1
2692,2692,0,4,0,0,0,0,0,1,1,0,2,100,1,3,1,1,0,1,1,0,1,22,1
2693,2693,2,7,4,0,0,0,2,0,0,1,1,538,5,1,0,1,0,0,1,7,1,278,1
2694,2694,2,8,8,0,0,0,2,1,1,0,1,575,5,1,0,0,0,1,1,7,0,645,1
2695,2695,1,10,7,2,0,0,3,1,2,0,1,816,4,2,0,1,0,0,0,2,2,757,1
2696,2696,2,11,10,2,0,0,0,1,0,0,0,934,6,1,0,0,0,2,3,2,0,1015,1
2697,2697,0,7,4,0,0,0,0,0,0,0,0,112,5,3,0,1,0,0,1,0,2,228,1
2698,2698,1,8,14,4,2,3,0,0,2,1,0,1903,6,0,0,1,4,1,1,3,0,1033,1
2699,2699,0,10,8,2,0,0,2,1,2,0,1,804,4,2,1,1,0,2,0,2,3,850,1
2700,2700,2,0,9,1,0,0,0,1,0,0,0,1652,3,2,1,1,3,1,3,0,2,126,1
2701,2701,0,4,9,2,0,0,0,0,1,1,0,970,6,1,0,1,0,1,3,2,2,383,1
2702,2702,2,10,6,0,0,0,0,0,2,0,0,62,0,3,0,0,0,0,1,0,2,690,1
2703,2703,0,2,13,1,0,0,3,0,2,1,0,1707,6,2,0,1,3,1,3,0,3,509,1
2704,2704,0,7,12,2,0,0,2,2,0,0,2,1497,2,4,0,1,2,0,0,4,2,879,1
2705,2705,1,11,11,2,0,0,2,0,0,1,2,1465,2,4,0,1,2,1,0,4,3,1039,1
2706,2706,0,8,9,1,0,0,0,2,0,0,0,2139,6,1,1,1,0,1,2,2,3,722,1
2707,2707,0,10,7,2,0,0,1,1,1,1,0,507,3,1,1,1,0,0,1,7,3,746,1
2708,2708,0,8,10,0,0,2,0,0,1,0,2,1088,0,0,0,1,1,1,2,2,3,781,1
2709,2709,0,5,12,1,0,0,0,1,0,0,0,1547,5,1,1,0,3,0,0,4,0,742,1
2710,2710,2,10,10,0,0,3,0,1,0,2,0,2210,0,0,1,1,1,2,2,2,2,938,1
2711,2711,0,2,5,0,0,0,2,0,2,2,0,546,5,1,1,1,0,0,1,7,3,74,1
2712,2712,0,3,10,0,0,4,0,1,2,0,0,2340,5,0,0,2,1,1,3,2,0,343,1
2713,2713,0,9,11,2,0,0,0,1,0,1,0,1393,6,4,1,1,2,0,0,4,0,958,1
2714,2714,1,8,9,0,0,0,0,0,0,2,0,94,0,3,0,1,0,1,1,0,0,765,1
2715,2715,2,8,8,2,0,0,2,0,1,1,0,2084,4,2,1,1,0,0,2,2,0,613,1
2716,2716,0,7,10,0,0,4,1,0,0,1,0,1130,5,0,1,1,1,0,2,2,3,706,1
2717,2717,1,1,6,2,0,2,0,2,0,2,0,631,3,2,0,0,0,1,1,7,3,67,1
2718,2718,0,0,9,1,0,0,0,0,2,2,2,177,5,3,0,1,0,1,1,0,3,181,1
2719,2719,0,3,10,0,0,3,0,1,2,0,0,1194,5,1,1,0,1,1,2,4,2,379,1
2720,2720,1,9,12,1,0,0,2,1,0,1,2,1408,2,4,1,1,2,1,0,4,0,991,1
2721,2721,0,4,10,0,0,4,0,0,1,0,0,2261,0,0,0,1,1,1,3,2,3,454,1
2722,2722,0,9,4,4,0,0,0,0,1,0,0,448,2,4,0,1,0,0,1,7,1,399,1
2723,2723,0,6,12,1,0,0,0,1,0,2,0,1533,5,1,0,1,3,1,0,4,0,766,1
2724,2724,2,3,11,1,0,0,0,1,0,1,0,1511,5,1,1,1,3,1,0,4,0,493,1
2725,2725,1,4,8,1,0,2,0,0,0,2,1,767,5,2,1,1,0,2,1,2,2,332,1
2726,2726,0,3,9,1,0,0,3,1,1,1,2,2034,4,2,1,1,0,1,2,2,3,301,1
2727,2727,1,9,4,4,0,0,0,1,1,0,0,428,2,4,0,1,0,1,1,7,1,352,1
2728,2728,1,2,10,0,0,4,1,1,2,0,0,2338,5,0,0,1,1,2,3,2,1,319,1
2729,2729,0,3,10,2,2,0,0,0,1,0,2,1223,1,1,0,0,1,1,2,4,3,401,1
2730,2730,2,11,0,0,0,0,0,0,1,1,1,11,0,3,0,1,0,1,1,0,2,234,1
2731,2731,2,8,5,0,1,0,2,1,1,0,0,567,5,1,0,0,0,0,1,7,0,375,1
2732,2732,2,4,0,0,0,0,0,1,2,2,0,4,0,3,1,1,0,1,1,0,2,25,1
2733,2733,0,1,14,1,3,2,0,1,1,0,0,1957,6,0,0,1,4,0,1,6,3,540,1
2734,2734,0,7,9,2,0,0,0,1,1,0,0,2114,6,1,1,0,0,1,2,2,2,700,1
2735,2735,0,6,3,1,0,1,0,2,2,2,0,324,6,4,0,0,0,2,1,0,3,160,1
2736,2736,2,3,10,1,0,0,0,0,0,0,0,2190,6,1,1,1,0,0,2,2,2,394,1
2737,2737,0,3,7,2,0,2,0,0,0,2,0,796,5,2,0,1,0,0,0,2,3,161,1
2738,2738,0,4,12,1,0,0,0,0,1,0,0,1547,5,1,1,1,3,0,0,4,0,617,1
2739,2739,1,7,8,2,0,0,2,0,0,1,0,2081,4,2,0,0,0,1,2,2,0,579,1
2740,2740,1,9,9,2,0,0,0,0,0,1,0,959,6,1,1,1,0,1,3,2,0,836,1
2741,2741,0,7,9,2,0,0,0,1,0,0,0,925,6,1,0,1,0,0,3,2,1,609,1
2742,2742,0,5,7,2,0,2,0,0,0,1,1,712,5,2,0,1,0,2,1,2,3,340,1
2743,2743,0,5,12,1,0,0,1,1,2,0,0,1490,2,4,0,1,2,1,0,4,2,676,1
2744,2744,1,6,7,0,0,2,0,1,0,2,0,2239,0,0,0,1,1,2,3,2,3,455,1
2745,2745,1,7,11,1,0,0,0,0,2,2,2,1630,3,2,1,1,3,0,3,4,2,829,1
2746,2746,0,7,7,2,0,2,0,0,0,1,0,720,5,2,0,1,0,1,1,2,3,447,1
2747,2747,2,2,0,0,0,0,1,1,2,0,1,18,0,3,1,0,0,0,1,0,1,6,1
2748,2748,2,1,5,0,0,0,2,1,1,2,1,505,5,1,0,1,0,1,1,7,0,57,1
2749,2749,0,1,9,2,0,0,0,1,0,0,1,939,6,1,1,1,0,1,3,2,0,197,1
2750,2750,0,8,14,3,0,1,0,1,1,2,2,1824,4,0,0,1,4,0,3,3,2,1040,1
2751,2751,2,1,9,0,3,3,0,0,1,0,0,1963,6,0,0,1,4,1,1,6,0,152,1
2752,2752,1,1,9,0,0,0,0,1,0,0,1,2145,6,1,1,1,0,1,2,2,2,147,1
2753,2753,1,4,11,4,0,0,0,0,1,2,0,1950,6,0,0,1,4,1,1,6,0,603,1
2754,2754,1,4,12,2,0,0,0,0,2,1,0,1419,2,4,0,1,2,0,0,4,0,667,1
2755,2755,2,11,5,0,1,0,2,0,1,0,0,579,5,1,0,0,0,0,1,7,0,610,1
2756,2756,1,6,7,2,0,2,0,0,0,1,1,718,5,2,0,1,0,2,1,2,3,417,1
2757,2757,0,7,9,2,0,0,3,0,1,2,0,896,4,2,1,1,0,1,3,2,3,724,1
2758,2758,1,10,8,2,0,0,1,1,1,1,0,2070,4,2,0,1,0,0,2,2,3,775,1
2759,2759,1,1,0,0,0,0,0,0,2,0,2,2169,6,1,1,1,0,0,0,2,3,5,1
2760,2760,2,8,12,4,2,3,0,2,1,1,0,1926,6,0,0,1,4,0,1,5,1,979,1
2761,2761,2,11,11,2,1,0,0,1,0,0,2,1293,1,1,0,1,2,1,0,4,2,1046,1
2762,2762,2,5,0,0,0,0,0,1,2,1,2,2,0,3,0,1,0,0,1,0,2,31,1
2763,2763,0,1,9,2,0,0,0,2,1,2,1,934,6,1,1,1,0,2,3,2,2,194,1
2764,2764,2,0,9,1,0,0,0,1,0,1,0,995,4,1,1,1,0,0,2,2,2,145,1
2765,2765,1,2,9,3,0,2,0,0,1,0,0,639,3,2,1,0,0,1,1,7,0,263,1
2766,2766,0,8,7,2,0,2,0,0,1,0,0,743,5,2,0,1,0,2,1,2,3,531,1
2767,2767,1,9,8,2,0,0,3,1,2,0,1,808,4,2,0,1,0,1,0,2,2,705,1
2768,2768,2,2,1,0,0,0,0,1,0,0,1,16,0,3,1,0,0,1,1,0,1,23,1
2769,2769,0,7,10,0,0,2,1,1,2,1,1,2325,5,0,0,1,1,1,3,2,2,738,1
2770,2770,0,4,9,1,0,0,0,0,0,2,0,2197,6,1,1,1,0,0,2,2,2,324,1
2771,2771,0,1,9,4,0,1,1,0,0,2,2,203,1,3,0,1,0,0,1,0,3,226,1
2772,2772,2,4,2,4,0,1,0,1,0,1,2,287,1,1,1,0,0,0,1,0,0,55,1
2773,2773,1,2,5,0,0,0,1,0,2,1,0,549,5,1,1,1,0,0,1,7,1,73,1
2774,2774,0,5,9,2,0,0,0,1,1,2,0,928,6,1,1,0,0,1,3,2,2,457,1
2775,2775,1,9,12,2,0,0,2,0,0,1,2,1408,2,4,0,1,2,0,0,4,1,1003,1
2776,2776,0,9,11,2,0,0,0,1,0,1,2,1393,6,4,1,1,2,0,0,4,1,949,1
2777,2777,1,1,8,0,0,0,2,0,1,2,0,569,5,1,0,1,0,1,1,7,3,135,1
2778,2778,1,11,1,0,0,0,0,0,0,2,0,66,0,3,0,0,0,0,1,0,3,368,1
2779,2779,0,5,8,2,0,2,0,1,0,1,1,712,5,2,0,1,0,1,1,2,3,362,1
2780,2780,1,10,12,2,0,0,2,0,0,0,0,1488,2,4,1,0,2,1,0,4,2,1036,1
2781,2781,0,1,8,2,0,0,0,0,1,2,0,899,5,2,1,1,0,0,3,2,3,150,1
2782,2782,0,12,12,1,0,0,0,0,1,0,0,1589,5,1,1,1,3,2,0,4,3,1089,1
2783,2783,0,6,10,0,0,1,0,0,1,1,2,1097,0,0,0,1,1,2,2,2,3,665,1
2784,2784,2,2,4,3,0,2,0,1,0,0,2,620,3,2,1,1,0,2,1,7,1,46,1
2785,2785,1,8,9,0,0,0,0,0,2,0,0,58,0,3,0,0,0,0,1,0,3,766,1
2786,2786,2,6,11,2,0,0,0,0,0,0,0,1514,5,1,0,1,3,2,0,4,0,841,1
2787,2787,0,7,10,0,0,2,0,0,1,1,1,2291,0,0,1,1,1,0,3,2,3,681,1
2788,2788,0,10,9,2,0,0,0,0,0,0,0,943,6,1,0,1,0,1,3,2,0,915,1
2789,2789,1,9,10,1,0,0,0,0,1,1,0,1567,5,1,1,1,3,1,0,4,2,875,1
2790,2790,1,2,8,1,0,0,3,1,1,1,0,833,4,2,0,1,0,1,3,2,2,151,1
2791,2791,2,13,10,2,2,1,0,1,1,2,0,1336,6,4,0,1,2,0,0,4,1,1081,1
2792,2792,0,4,8,2,0,0,2,0,0,2,0,899,4,2,1,1,0,0,3,2,3,299,1
2793,2793,0,9,5,0,0,0,2,1,2,2,2,558,5,1,0,1,0,1,1,7,3,475,1
2794,2794,0,11,4,4,0,0,0,1,0,0,0,419,2,4,0,1,0,1,1,7,2,527,1
2795,2795,2,7,10,0,0,4,1,0,1,1,1,2300,5,0,0,1,1,1,3,2,2,719,1
2796,2796,0,4,9,2,0,0,0,1,1,0,0,929,6,1,0,1,0,1,3,2,1,329,1
2797,2797,0,2,7,2,0,0,0,2,0,0,1,936,6,1,1,1,0,1,3,2,0,145,1
2798,2798,0,11,4,4,0,0,0,0,2,0,2,463,2,4,0,0,0,0,1,7,0,506,1
2799,2799,2,10,4,3,0,0,0,0,1,1,0,418,2,4,0,1,0,1,1,7,1,494,1
2800,2800,2,10,7,1,0,1,0,0,1,0,0,752,5,2,0,1,0,1,1,2,3,817,1
2801,2801,2,3,9,2,0,0,0,0,1,1,1,985,6,1,0,1,0,0,2,2,2,286,1
2802,2802,2,4,6,2,0,1,0,1,0,2,1,599,3,1,1,0,0,1,1,7,1,178,1
2803,2803,1,3,10,0,0,1,1,0,0,1,2,1167,5,0,1,1,1,0,2,2,0,334,1
2804,2804,0,10,9,0,0,0,1,1,1,2,1,514,5,1,0,1,0,0,1,7,0,880,1
2805,2805,0,8,10,0,0,4,0,0,2,2,1,2299,4,0,1,1,1,0,3,2,3,771,1
2806,2806,1,1,11,3,0,3,0,0,1,2,0,1896,4,0,0,1,4,0,3,3,1,293,1
2807,2807,2,6,1,0,0,0,0,1,0,2,0,92,0,3,0,1,0,1,1,0,0,69,1
2808,2808,0,3,11,2,0,0,1,0,0,1,2,1395,3,4,0,1,2,0,0,4,0,542,1
2809,2809,1,9,7,2,0,0,3,1,1,0,1,812,4,2,0,1,0,0,0,2,2,651,1
2810,2810,1,7,10,0,0,4,0,0,1,0,2,2207,0,0,0,1,1,0,2,2,2,707,1
2811,2811,0,11,10,1,0,4,0,0,2,1,1,1014,0,0,0,1,1,1,2,2,0,980,1
2812,2812,1,10,9,2,0,0,0,1,0,0,0,915,6,1,0,1,0,0,3,2,2,909,1
2813,2813,0,12,8,2,0,0,3,1,2,0,0,838,4,2,0,1,0,1,3,2,2,963,1
2814,2814,1,7,13,1,0,0,2,1,0,0,0,1763,6,2,1,0,4,1,3,2,3,960,1
2815,2815,0,12,11,2,0,0,2,1,0,0,0,1479,2,4,1,1,2,1,0,4,0,1088,1
2816,2816,0,4,7,2,0,2,0,0,0,2,0,791,5,2,1,1,0,0,0,2,3,233,1
2817,2817,1,10,3,4,0,1,0,0,1,0,1,372,6,4,1,1,0,1,1,7,3,370,1
2818,2818,1,5,8,0,0,4,0,0,2,1,1,1011,0,0,1,1,1,1,2,2,0,416,1
2819,2819,0,6,12,2,0,3,0,0,0,0,1,1882,4,0,1,1,4,1,3,3,1,800,1
2820,2820,1,5,8,2,0,0,3,0,1,1,0,2077,4,2,0,1,0,0,2,2,0,382,1
2821,2821,1,9,8,2,0,0,3,1,0,1,0,2042,4,2,0,1,0,1,2,2,2,766,1
2822,2822,0,10,11,4,1,1,0,0,2,2,0,1983,6,0,0,1,4,0,1,1,3,1016,1
2823,2823,0,2,8,4,0,0,0,0,1,0,0,459,2,4,0,1,0,0,1,7,1,214,1
2824,2824,2,10,11,2,2,0,0,1,1,2,0,1333,6,4,0,1,2,0,0,4,2,994,1
2825,2825,2,12,10,0,0,4,0,0,2,0,0,1059,0,0,1,1,1,1,2,2,0,1061,1
2826,2826,1,11,12,2,0,0,2,0,0,1,2,1442,2,4,0,1,2,1,0,4,3,1060,1
2827,2827,2,9,4,3,0,1,0,1,0,1,0,286,1,1,0,0,0,0,1,0,0,429,1
2828,2828,0,10,13,1,0,0,1,0,0,1,0,1703,6,2,0,1,3,0,3,0,0,1077,1
2829,2829,0,10,9,2,0,0,1,0,0,0,0,1485,2,4,1,1,2,1,0,4,0,917,1
2830,2830,0,1,6,2,0,0,0,1,0,0,0,2101,4,1,1,1,0,1,2,2,2,93,1
2831,2831,0,7,12,1,0,0,1,1,0,0,0,1483,2,4,1,1,2,2,0,4,0,857,1
2832,2832,2,5,10,0,0,4,1,0,2,1,0,2305,5,0,0,1,1,1,3,2,1,523,1
2833,2833,0,8,10,0,0,1,0,1,1,2,0,2256,0,0,0,1,1,0,3,2,3,853,1
2834,2834,1,9,8,2,0,0,1,2,0,1,0,2064,4,2,0,0,0,0,2,2,3,741,1
2835,2835,2,12,11,0,2,1,0,2,1,1,0,1332,6,4,0,0,2,0,0,4,3,1068,1
2836,2836,0,12,4,0,0,3,0,0,1,2,0,2282,0,0,0,1,1,0,3,2,3,669,1
2837,2837,0,9,8,2,0,0,3,1,1,0,0,831,4,2,0,1,0,1,3,2,2,676,1
2838,2838,0,11,10,0,0,4,0,0,1,0,2,1087,0,0,0,1,1,1,2,2,3,1011,1
2839,2839,0,10,4,4,0,0,0,1,0,1,0,423,2,4,1,1,0,1,1,7,3,446,1
2840,2840,0,9,10,0,0,4,0,0,2,1,1,2291,0,0,1,1,1,0,3,2,3,881,1
2841,2841,1,7,2,4,0,0,1,1,2,1,2,269,1,1,1,0,0,0,1,0,2,130,1
2842,2842,0,8,11,1,0,0,2,1,0,0,0,1479,2,4,1,1,2,1,0,4,2,858,1
2843,2843,1,9,10,4,2,3,0,0,1,0,0,1922,6,0,0,1,4,2,1,5,1,862,1
2844,2844,0,5,4,2,0,0,0,0,2,1,0,421,2,4,0,1,0,1,1,7,3,109,1
2845,2845,2,12,7,2,0,0,0,0,1,0,0,751,5,2,0,1,0,1,1,2,3,856,1
2846,2846,0,8,14,1,0,3,0,1,1,2,1,1825,4,0,0,1,4,0,3,3,1,1038,1
2847,2847,0,6,7,2,0,2,0,0,0,1,0,717,5,2,0,1,0,2,1,2,3,344,1
2848,2848,0,4,11,2,0,1,1,1,0,1,0,1400,2,4,1,1,2,0,0,4,1,596,1
2849,2849,1,9,10,1,0,0,0,0,0,1,0,1567,5,1,1,1,3,1,0,4,2,897,1
2850,2850,0,5,10,0,0,3,0,0,0,2,0,2202,0,0,1,1,1,0,2,2,3,506,1
2851,2851,0,7,8,2,0,0,3,0,2,0,2,2021,4,2,1,1,0,0,2,2,1,513,1
2852,2852,1,3,10,1,1,0,0,0,0,2,0,1263,1,1,1,1,2,1,0,4,1,412,1
2853,2853,0,3,7,2,0,2,0,0,0,2,0,796,5,2,1,1,0,0,0,2,3,157,1
2854,2854,2,9,10,0,0,3,0,1,0,2,0,2211,0,0,1,1,1,2,2,2,3,884,1
2855,2855,2,11,11,0,2,0,0,1,2,2,0,1330,6,4,0,1,2,0,0,4,2,1045,1
2856,2856,0,9,10,2,0,0,0,0,0,2,0,1044,0,0,1,1,1,1,2,2,3,892,1
2857,2857,1,5,10,0,0,4,1,0,0,2,2,1145,5,0,0,1,1,2,2,2,0,569,1
2858,2858,2,8,9,2,0,0,1,0,0,1,0,981,6,1,0,1,0,0,2,2,2,760,1
2859,2859,0,9,8,2,0,0,1,0,0,0,0,891,4,2,0,1,0,2,3,2,2,733,1
2860,2860,0,6,6,4,0,1,1,0,0,2,0,221,1,1,0,1,0,0,1,0,2,314,1
2861,2861,0,8,8,2,0,0,3,0,1,0,2,2022,4,2,1,1,0,0,2,2,3,584,1
2862,2862,0,5,0,0,0,0,0,1,1,1,1,1,0,3,0,1,0,0,1,0,1,33,1
2863,2863,2,10,11,1,2,0,0,1,1,1,0,1331,6,4,0,0,2,0,0,4,3,1006,1
2864,2864,0,6,7,2,0,0,1,0,0,0,0,2087,4,1,0,1,0,0,2,2,2,452,1
2865,2865,2,3,6,3,0,2,0,1,0,0,0,628,3,2,0,1,0,0,1,7,0,111,1
2866,2866,0,5,13,1,0,0,3,0,0,1,0,1705,6,2,0,1,3,1,3,0,0,767,1
2867,2867,1,4,8,0,0,3,0,1,1,1,0,2237,0,0,0,1,1,2,3,2,3,364,1
2868,2868,1,4,10,0,0,4,1,0,2,0,0,2342,5,0,1,1,1,1,3,2,0,440,1
2869,2869,2,9,0,0,0,0,0,0,1,0,0,35,0,3,1,0,0,1,1,0,0,124,1
2870,2870,1,10,10,3,1,1,0,0,0,1,0,639,3,2,1,0,0,2,1,7,0,922,1
2871,2871,2,1,9,1,0,0,0,0,2,2,2,2166,6,1,0,1,0,0,0,2,3,186,1
2872,2872,2,6,11,2,2,0,0,1,2,2,0,1329,6,4,0,1,2,0,0,4,3,763,1
2873,2873,0,8,4,3,0,1,0,1,2,2,0,343,6,4,1,1,0,0,1,0,0,304,1
2874,2874,2,12,2,0,0,0,0,0,0,0,0,63,0,3,0,1,0,1,1,0,3,543,1
2875,2875,0,3,4,0,1,0,2,0,2,1,0,546,5,1,1,1,0,0,1,7,1,81,1
2876,2876,0,3,8,2,0,2,0,0,0,1,0,709,5,2,0,1,0,1,1,2,3,240,1
2877,2877,2,6,9,2,1,0,0,0,1,2,0,1344,6,4,0,1,2,1,0,4,3,573,1
2878,2878,1,5,6,2,2,0,0,0,2,0,1,1208,1,1,1,0,1,1,2,4,2,232,1
2879,2879,2,11,3,2,0,1,0,1,0,2,0,338,6,4,1,0,0,1,1,0,0,536,1
2880,2880,2,4,6,3,0,1,0,0,2,2,2,605,3,2,1,1,0,0,1,7,3,158,1
2881,2881,0,7,10,0,0,4,0,0,0,2,0,2274,0,0,0,1,1,0,3,2,1,743,1
2882,2882,1,9,9,0,0,0,2,1,1,2,0,572,5,1,1,0,0,2,1,7,0,837,1
2883,2883,0,3,12,1,0,1,0,1,0,2,0,1533,5,1,0,1,3,0,0,4,2,554,1
2884,2884,2,8,8,2,0,0,3,0,1,1,0,2079,4,2,1,1,0,0,2,2,0,620,1
2885,2885,0,2,14,3,0,3,0,1,2,0,1,1863,4,0,0,1,4,1,3,3,1,646,1
2886,2886,0,10,10,0,0,4,0,0,1,0,0,2254,0,0,1,1,1,2,3,2,3,926,1
2887,2887,0,7,9,2,0,0,0,1,2,2,1,925,6,1,0,1,0,0,3,2,2,602,1
2888,2888,2,6,10,1,0,0,0,1,2,2,1,1261,1,1,0,1,2,1,0,4,2,670,1
2889,2889,1,0,6,2,0,0,2,1,0,2,0,799,4,2,0,1,0,0,0,2,3,60,1
2890,2890,0,10,8,2,0,0,3,1,2,0,0,832,4,2,0,1,0,1,3,2,2,816,1
2891,2891,1,12,13,1,0,1,3,2,0,1,0,1764,6,2,1,0,4,0,3,2,3,1098,1
2892,2892,0,10,11,2,0,0,0,1,0,1,0,1395,5,4,1,1,2,0,0,4,0,1010,1
2893,2893,0,1,9,1,0,0,0,0,2,2,0,2196,6,1,1,1,0,1,2,2,3,179,1
2894,2894,2,10,0,0,0,1,0,1,1,1,1,9,0,3,0,1,0,1,1,0,2,175,1
2895,2895,2,9,11,2,1,0,0,0,1,2,0,1245,1,1,1,0,1,1,2,4,3,924,1
2896,2896,1,8,14,4,3,3,0,2,1,2,0,1936,6,0,0,1,4,1,1,6,3,1052,1
2897,2897,0,7,14,3,0,3,0,0,2,0,0,1879,4,0,0,0,4,2,3,3,0,971,1
2898,2898,0,11,7,2,0,2,0,0,0,0,0,739,5,2,0,1,0,0,1,2,0,814,1
2899,2899,0,5,12,2,0,0,2,1,1,0,0,1496,2,4,0,1,2,0,0,4,0,756,1
2900,2900,0,3,10,0,0,3,0,1,1,0,0,1051,0,0,1,1,1,1,2,2,0,358,1
2901,2901,0,7,12,1,0,0,3,0,2,0,0,1735,6,2,0,1,3,2,3,2,3,941,1
2902,2902,0,10,5,0,0,0,2,1,1,2,1,517,5,1,0,1,0,1,1,7,0,506,1
2903,2903,0,2,12,1,0,0,0,1,0,0,0,1545,5,1,1,1,3,2,0,4,2,470,1
2904,2904,2,5,6,3,0,1,0,0,1,1,2,608,3,2,1,1,0,0,1,7,3,252,1
2905,2905,0,3,10,0,0,1,0,0,0,1,2,1097,0,0,0,1,1,1,2,2,3,387,1
2906,2906,0,12,3,3,0,1,0,0,2,2,0,313,6,4,0,0,0,1,1,0,3,558,1
2907,2907,2,3,5,1,1,0,2,0,0,0,1,579,5,1,0,0,0,1,1,7,0,120,1
2908,2908,0,11,14,2,0,3,0,1,0,0,1,1838,4,0,1,1,4,1,3,3,2,1096,1
2909,2909,2,11,11,2,2,0,0,1,2,2,0,1333,6,4,0,1,2,0,0,4,2,1024,1
2910,2910,0,3,3,2,0,1,0,0,2,2,0,318,6,4,0,0,0,1,1,0,3,53,1
2911,2911,1,10,8,2,0,0,1,1,1,1,0,2069,4,2,0,1,0,0,2,2,0,821,1
2912,2912,2,4,0,1,0,0,0,0,0,0,1,32,0,3,1,1,0,1,1,0,1,21,1
2913,2913,0,7,1,0,0,0,0,0,0,2,0,214,1,3,0,1,0,0,1,0,3,103,1
2914,2914,2,5,8,2,0,0,3,1,1,1,0,2078,4,2,1,1,0,0,2,2,0,355,1
2915,2915,2,6,12,1,0,0,1,2,0,0,2,1490,2,4,0,1,2,1,0,4,2,825,1
2916,2916,2,3,6,3,1,0,0,1,1,2,2,607,3,2,1,1,0,1,1,7,3,121,1
2917,2917,0,9,7,0,0,2,0,0,0,2,2,2252,0,0,0,1,1,2,3,2,1,725,1
2918,2918,0,5,7,2,0,2,0,0,0,1,0,715,5,2,0,1,0,1,1,2,3,369,1
2919,2919,0,3,9,0,0,1,1,1,0,1,0,1119,5,0,0,0,1,1,2,2,1,410,1
2920,2920,0,5,0,0,0,0,0,0,1,2,0,94,0,3,1,1,0,1,1,0,0,32,1
2921,2921,0,9,7,2,0,2,0,0,0,0,0,744,5,2,1,1,0,1,1,2,3,619,1
2922,2922,1,5,3,1,0,1,0,1,2,2,0,317,6,4,0,0,0,1,1,0,3,86,1
2923,2923,0,3,10,0,0,3,0,0,1,0,1,1192,4,0,1,1,1,0,2,4,2,409,1
2924,2924,1,6,9,2,0,0,0,0,0,1,0,953,6,1,1,1,0,1,3,2,0,551,1
2925,2925,1,1,9,0,0,0,0,2,0,0,1,2144,6,1,1,0,0,1,2,2,1,180,1
2926,2926,0,11,8,2,0,0,2,0,0,0,0,887,4,2,0,1,0,1,3,2,3,872,1
2927,2927,1,4,12,1,0,0,3,0,0,2,1,1779,6,2,0,0,4,0,3,2,2,687,1
2928,2928,1,12,8,2,0,0,3,1,0,0,0,889,4,2,0,1,0,1,3,2,2,922,1
2929,2929,2,8,9,2,0,0,0,0,0,1,2,982,6,1,0,1,0,1,2,2,2,737,1
2930,2930,0,10,8,2,0,0,2,0,2,0,2,2025,4,2,0,1,0,0,2,2,1,766,1
2931,2931,0,9,5,1,0,0,2,0,2,2,2,556,5,1,0,1,0,1,1,7,3,435,1
2932,2932,0,5,9,2,0,0,0,0,1,2,0,946,6,1,1,0,0,1,3,2,0,467,1
2933,2933,1,11,9,1,0,4,0,0,0,0,0,1015,0,0,1,1,1,1,2,2,1,964,1
2934,2934,2,3,6,3,0,0,0,1,1,2,2,608,3,2,1,1,0,1,1,7,0,112,1
2935,2935,2,8,5,0,0,0,0,0,2,0,2,153,5,3,0,1,0,1,1,0,1,372,1
2936,2936,2,1,9,1,0,0,0,0,1,2,0,2190,6,1,1,1,0,0,2,2,0,198,1
2937,2937,2,9,4,3,1,2,0,0,0,0,0,624,3,2,0,1,0,0,1,7,0,433,1
2938,2938,1,7,9,2,0,0,1,1,0,0,0,2153,6,1,1,0,0,1,2,2,1,648,1
2939,2939,0,4,7,2,0,2,0,0,2,2,1,794,5,2,0,1,0,0,0,2,2,259,1
2940,2940,2,6,8,2,0,0,1,0,1,1,0,2082,4,2,1,1,0,0,2,2,0,502,1
2941,2941,2,8,11,2,2,0,0,1,0,1,0,1238,1,1,1,0,1,1,2,4,2,899,1
2942,2942,2,6,9,2,0,0,1,0,0,1,0,982,6,1,1,1,0,0,2,2,2,563,1
2943,2943,0,7,10,2,2,0,0,0,0,1,2,1387,6,4,0,1,2,2,0,4,1,792,1
2944,2944,2,11,9,2,0,0,0,0,0,1,0,980,6,1,0,1,0,0,2,2,2,931,1
2945,2945,0,8,14,3,0,3,0,0,2,1,1,1827,4,0,0,1,4,1,3,3,1,1027,1
2946,2946,0,0,10,0,0,1,1,0,0,1,2,1134,5,0,0,0,1,1,2,2,0,171,1
2947,2947,1,12,10,0,0,4,0,0,1,1,0,2298,0,0,0,1,1,1,3,2,1,1028,1
2948,2948,0,8,9,2,0,0,0,1,2,1,0,2183,6,1,0,1,0,0,2,2,3,772,1
2949,2949,2,3,9,2,0,0,0,1,2,1,0,987,6,1,1,1,0,0,2,2,2,315,1
2950,2950,2,6,10,2,2,0,0,1,2,1,0,1234,1,1,1,0,1,1,2,4,2,729,1
